URL,Occurrencies
http://www.ncbi.nlm.nih.gov/pubmed/18976161,1
http://www.ncbi.nlm.nih.gov/pubmed/8824885,1
http://www.ncbi.nlm.nih.gov/pubmed/24799061,2
http://www.ncbi.nlm.nih.gov/pubmed/24418642,2
http://www.ncbi.nlm.nih.gov/pubmed/25537627,2
http://www.ncbi.nlm.nih.gov/pubmed/25701170,1
http://www.ncbi.nlm.nih.gov/pubmed/25624429,1
http://www.ncbi.nlm.nih.gov/pubmed/25264242,2
http://www.ncbi.nlm.nih.gov/pubmed/21978946,2
http://www.ncbi.nlm.nih.gov/pubmed/26150028,1
http://www.ncbi.nlm.nih.gov/pubmed/24100689,1
http://www.ncbi.nlm.nih.gov/pubmed/23294030,1
http://www.ncbi.nlm.nih.gov/pubmed/10473102,1
http://www.ncbi.nlm.nih.gov/pubmed/11786427,1
http://www.ncbi.nlm.nih.gov/pubmed/17210707,1
http://www.ncbi.nlm.nih.gov/pubmed/21364123,1
http://www.ncbi.nlm.nih.gov/pubmed/12173324,1
http://www.ncbi.nlm.nih.gov/pubmed/22322558,1
http://www.ncbi.nlm.nih.gov/pubmed/16163160,1
http://www.ncbi.nlm.nih.gov/pubmed/11236029,1
http://www.ncbi.nlm.nih.gov/pubmed/10519379,1
http://www.ncbi.nlm.nih.gov/pubmed/15264245,1
http://www.ncbi.nlm.nih.gov/pubmed/20716957,1
http://www.ncbi.nlm.nih.gov/pubmed/11502465,1
http://www.ncbi.nlm.nih.gov/pubmed/15046685,1
http://www.ncbi.nlm.nih.gov/pubmed/17211467,1
http://www.ncbi.nlm.nih.gov/pubmed/11920466,1
http://www.ncbi.nlm.nih.gov/pubmed/17142577,1
http://www.ncbi.nlm.nih.gov/pubmed/11685722,1
http://www.ncbi.nlm.nih.gov/pubmed/21844010,1
http://www.ncbi.nlm.nih.gov/pubmed/18038879,1
http://www.ncbi.nlm.nih.gov/pubmed/12677892,1
http://www.ncbi.nlm.nih.gov/pubmed/15036648,1
http://www.ncbi.nlm.nih.gov/pubmed/15571968,1
http://www.ncbi.nlm.nih.gov/pubmed/22977535,1
http://www.ncbi.nlm.nih.gov/pubmed/23255921,1
http://www.ncbi.nlm.nih.gov/pubmed/15919200,1
http://www.ncbi.nlm.nih.gov/pubmed/15139054,1
http://www.ncbi.nlm.nih.gov/pubmed/18071949,1
http://www.ncbi.nlm.nih.gov/pubmed/19373278,1
http://www.ncbi.nlm.nih.gov/pubmed/11331475,1
http://www.ncbi.nlm.nih.gov/pubmed/22137850,1
http://www.ncbi.nlm.nih.gov/pubmed/22505344,1
http://www.ncbi.nlm.nih.gov/pubmed/21326934,1
http://www.ncbi.nlm.nih.gov/pubmed/21254978,1
http://www.ncbi.nlm.nih.gov/pubmed/11685733,1
http://www.ncbi.nlm.nih.gov/pubmed/21761058,1
http://www.ncbi.nlm.nih.gov/pubmed/21839145,2
http://www.ncbi.nlm.nih.gov/pubmed/23612755,1
http://www.ncbi.nlm.nih.gov/pubmed/23658991,2
http://www.ncbi.nlm.nih.gov/pubmed/23939864,2
http://www.ncbi.nlm.nih.gov/pubmed/22357549,1
http://www.ncbi.nlm.nih.gov/pubmed/20144262,1
http://www.ncbi.nlm.nih.gov/pubmed/23527808,1
http://www.ncbi.nlm.nih.gov/pubmed/24150221,1
http://www.ncbi.nlm.nih.gov/pubmed/21640101,1
http://www.ncbi.nlm.nih.gov/pubmed/19030024,1
http://www.ncbi.nlm.nih.gov/pubmed/23704989,2
http://www.ncbi.nlm.nih.gov/pubmed/22449255,1
http://www.ncbi.nlm.nih.gov/pubmed/22075965,1
http://www.ncbi.nlm.nih.gov/pubmed/21249204,1
http://www.ncbi.nlm.nih.gov/pubmed/23166588,2
http://www.ncbi.nlm.nih.gov/pubmed/23312004,1
http://www.ncbi.nlm.nih.gov/pubmed/23253012,1
http://www.ncbi.nlm.nih.gov/pubmed/23252913,1
http://www.ncbi.nlm.nih.gov/pubmed/22966780,1
http://www.ncbi.nlm.nih.gov/pubmed/23249167,1
http://www.ncbi.nlm.nih.gov/pubmed/23259496,1
http://www.ncbi.nlm.nih.gov/pubmed/21742803,1
http://www.ncbi.nlm.nih.gov/pubmed/23205526,1
http://www.ncbi.nlm.nih.gov/pubmed/23234512,1
http://www.ncbi.nlm.nih.gov/pubmed/23308364,1
http://www.ncbi.nlm.nih.gov/pubmed/23214983,1
http://www.ncbi.nlm.nih.gov/pubmed/23276153,1
http://www.ncbi.nlm.nih.gov/pubmed/23153008,1
http://www.ncbi.nlm.nih.gov/pubmed/23227862,1
http://www.ncbi.nlm.nih.gov/pubmed/22443261,1
http://www.ncbi.nlm.nih.gov/pubmed/24642372,1
http://www.ncbi.nlm.nih.gov/pubmed/25056878,1
http://www.ncbi.nlm.nih.gov/pubmed/24694658,1
http://www.ncbi.nlm.nih.gov/pubmed/25698922,1
http://www.ncbi.nlm.nih.gov/pubmed/17064878,1
http://www.ncbi.nlm.nih.gov/pubmed/24782784,1
http://www.ncbi.nlm.nih.gov/pubmed/26100513,1
http://www.ncbi.nlm.nih.gov/pubmed/25007779,1
http://www.ncbi.nlm.nih.gov/pubmed/19409451,1
http://www.ncbi.nlm.nih.gov/pubmed/24194896,1
http://www.ncbi.nlm.nih.gov/pubmed/18546365,1
http://www.ncbi.nlm.nih.gov/pubmed/12825077,1
http://www.ncbi.nlm.nih.gov/pubmed/22647225,1
http://www.ncbi.nlm.nih.gov/pubmed/15351195,1
http://www.ncbi.nlm.nih.gov/pubmed/20927567,1
http://www.ncbi.nlm.nih.gov/pubmed/21838751,1
http://www.ncbi.nlm.nih.gov/pubmed/19074674,1
http://www.ncbi.nlm.nih.gov/pubmed/18310678,1
http://www.ncbi.nlm.nih.gov/pubmed/23067195,1
http://www.ncbi.nlm.nih.gov/pubmed/18757088,1
http://www.ncbi.nlm.nih.gov/pubmed/20000882,1
http://www.ncbi.nlm.nih.gov/pubmed/19664404,1
http://www.ncbi.nlm.nih.gov/pubmed/14981003,1
http://www.ncbi.nlm.nih.gov/pubmed/23096376,1
http://www.ncbi.nlm.nih.gov/pubmed/21878041,1
http://www.ncbi.nlm.nih.gov/pubmed/19514618,1
http://www.ncbi.nlm.nih.gov/pubmed/22416440,1
http://www.ncbi.nlm.nih.gov/pubmed/19129742,1
http://www.ncbi.nlm.nih.gov/pubmed/23536611,1
http://www.ncbi.nlm.nih.gov/pubmed/18621770,1
http://www.ncbi.nlm.nih.gov/pubmed/19411283,1
http://www.ncbi.nlm.nih.gov/pubmed/20028694,1
http://www.ncbi.nlm.nih.gov/pubmed/23394554,1
http://www.ncbi.nlm.nih.gov/pubmed/838566,1
http://www.ncbi.nlm.nih.gov/pubmed/8615372,1
http://www.ncbi.nlm.nih.gov/pubmed/12152840,1
http://www.ncbi.nlm.nih.gov/pubmed/1940586,1
http://www.ncbi.nlm.nih.gov/pubmed/6109943,1
http://www.ncbi.nlm.nih.gov/pubmed/1248830,1
http://www.ncbi.nlm.nih.gov/pubmed/22610954,1
http://www.ncbi.nlm.nih.gov/pubmed/2724779,1
http://www.ncbi.nlm.nih.gov/pubmed/14580665,1
http://www.ncbi.nlm.nih.gov/pubmed/20662462,1
http://www.ncbi.nlm.nih.gov/pubmed/759736,1
http://www.ncbi.nlm.nih.gov/pubmed/8186659,1
http://www.ncbi.nlm.nih.gov/pubmed/6620327,1
http://www.ncbi.nlm.nih.gov/pubmed/16932613,1
http://www.ncbi.nlm.nih.gov/pubmed/20808788,2
http://www.ncbi.nlm.nih.gov/pubmed/23074139,1
http://www.ncbi.nlm.nih.gov/pubmed/23097425,1
http://www.ncbi.nlm.nih.gov/pubmed/17189193,1
http://www.ncbi.nlm.nih.gov/pubmed/21964334,3
http://www.ncbi.nlm.nih.gov/pubmed/16921380,1
http://www.ncbi.nlm.nih.gov/pubmed/15870275,1
http://www.ncbi.nlm.nih.gov/pubmed/22479188,1
http://www.ncbi.nlm.nih.gov/pubmed/22975042,1
http://www.ncbi.nlm.nih.gov/pubmed/15905409,1
http://www.ncbi.nlm.nih.gov/pubmed/21095588,2
http://www.ncbi.nlm.nih.gov/pubmed/16172632,1
http://www.ncbi.nlm.nih.gov/pubmed/15383674,1
http://www.ncbi.nlm.nih.gov/pubmed/22156210,1
http://www.ncbi.nlm.nih.gov/pubmed/23209445,2
http://www.ncbi.nlm.nih.gov/pubmed/16769980,1
http://www.ncbi.nlm.nih.gov/pubmed/10487912,1
http://www.ncbi.nlm.nih.gov/pubmed/15307599,1
http://www.ncbi.nlm.nih.gov/pubmed/10969520,1
http://www.ncbi.nlm.nih.gov/pubmed/19248726,1
http://www.ncbi.nlm.nih.gov/pubmed/10864616,1
http://www.ncbi.nlm.nih.gov/pubmed/23143600,3
http://www.ncbi.nlm.nih.gov/pubmed/22551571,2
http://www.ncbi.nlm.nih.gov/pubmed/22525183,1
http://www.ncbi.nlm.nih.gov/pubmed/7739631,1
http://www.ncbi.nlm.nih.gov/pubmed/21795275,1
http://www.ncbi.nlm.nih.gov/pubmed/23573591,1
http://www.ncbi.nlm.nih.gov/pubmed/20682973,1
http://www.ncbi.nlm.nih.gov/pubmed/24971511,1
http://www.ncbi.nlm.nih.gov/pubmed/12909320,1
http://www.ncbi.nlm.nih.gov/pubmed/11069905,1
http://www.ncbi.nlm.nih.gov/pubmed/15205169,1
http://www.ncbi.nlm.nih.gov/pubmed/22298808,2
http://www.ncbi.nlm.nih.gov/pubmed/22025663,2
http://www.ncbi.nlm.nih.gov/pubmed/18620751,1
http://www.ncbi.nlm.nih.gov/pubmed/18206802,2
http://www.ncbi.nlm.nih.gov/pubmed/16289269,1
http://www.ncbi.nlm.nih.gov/pubmed/15731387,1
http://www.ncbi.nlm.nih.gov/pubmed/14638677,1
http://www.ncbi.nlm.nih.gov/pubmed/9287354,1
http://www.ncbi.nlm.nih.gov/pubmed/22427521,1
http://www.ncbi.nlm.nih.gov/pubmed/21737084,1
http://www.ncbi.nlm.nih.gov/pubmed/23217321,1
http://www.ncbi.nlm.nih.gov/pubmed/22946920,1
http://www.ncbi.nlm.nih.gov/pubmed/23073287,1
http://www.ncbi.nlm.nih.gov/pubmed/21238772,1
http://www.ncbi.nlm.nih.gov/pubmed/21316059,1
http://www.ncbi.nlm.nih.gov/pubmed/9225129,1
http://www.ncbi.nlm.nih.gov/pubmed/1979356,1
http://www.ncbi.nlm.nih.gov/pubmed/9088928,1
http://www.ncbi.nlm.nih.gov/pubmed/15096458,1
http://www.ncbi.nlm.nih.gov/pubmed/2848686,1
http://www.ncbi.nlm.nih.gov/pubmed/1611701,1
http://www.ncbi.nlm.nih.gov/pubmed/28904741,1
http://www.ncbi.nlm.nih.gov/pubmed/28450506,1
http://www.ncbi.nlm.nih.gov/pubmed/21677849,1
http://www.ncbi.nlm.nih.gov/pubmed/23039946,1
http://www.ncbi.nlm.nih.gov/pubmed/28315371,1
http://www.ncbi.nlm.nih.gov/pubmed/28642378,1
http://www.ncbi.nlm.nih.gov/pubmed/28138355,1
http://www.ncbi.nlm.nih.gov/pubmed/17498659,1
http://www.ncbi.nlm.nih.gov/pubmed/10365964,1
http://www.ncbi.nlm.nih.gov/pubmed/17848202,1
http://www.ncbi.nlm.nih.gov/pubmed/17694091,1
http://www.ncbi.nlm.nih.gov/pubmed/10827952,1
http://www.ncbi.nlm.nih.gov/pubmed/17582821,1
http://www.ncbi.nlm.nih.gov/pubmed/11090279,1
http://www.ncbi.nlm.nih.gov/pubmed/17274598,1
http://www.ncbi.nlm.nih.gov/pubmed/17148447,1
http://www.ncbi.nlm.nih.gov/pubmed/11007230,2
http://www.ncbi.nlm.nih.gov/pubmed/22607127,1
http://www.ncbi.nlm.nih.gov/pubmed/16003132,2
http://www.ncbi.nlm.nih.gov/pubmed/9585670,1
http://www.ncbi.nlm.nih.gov/pubmed/10547242,1
http://www.ncbi.nlm.nih.gov/pubmed/12907332,1
http://www.ncbi.nlm.nih.gov/pubmed/21247927,1
http://www.ncbi.nlm.nih.gov/pubmed/22573363,1
http://www.ncbi.nlm.nih.gov/pubmed/23176687,1
http://www.ncbi.nlm.nih.gov/pubmed/23541665,1
http://www.ncbi.nlm.nih.gov/pubmed/23774592,1
http://www.ncbi.nlm.nih.gov/pubmed/24029963,1
http://www.ncbi.nlm.nih.gov/pubmed/23890950,1
http://www.ncbi.nlm.nih.gov/pubmed/23514712,1
http://www.ncbi.nlm.nih.gov/pubmed/23819768,1
http://www.ncbi.nlm.nih.gov/pubmed/24113186,1
http://www.ncbi.nlm.nih.gov/pubmed/24300195,1
http://www.ncbi.nlm.nih.gov/pubmed/24272171,1
http://www.ncbi.nlm.nih.gov/pubmed/24291243,1
http://www.ncbi.nlm.nih.gov/pubmed/24252081,1
http://www.ncbi.nlm.nih.gov/pubmed/15228586,1
http://www.ncbi.nlm.nih.gov/pubmed/23028407,1
http://www.ncbi.nlm.nih.gov/pubmed/24285252,1
http://www.ncbi.nlm.nih.gov/pubmed/23385061,1
http://www.ncbi.nlm.nih.gov/pubmed/24321566,1
http://www.ncbi.nlm.nih.gov/pubmed/23147205,1
http://www.ncbi.nlm.nih.gov/pubmed/8607977,1
http://www.ncbi.nlm.nih.gov/pubmed/24139673,1
http://www.ncbi.nlm.nih.gov/pubmed/24321066,1
http://www.ncbi.nlm.nih.gov/pubmed/15637069,1
http://www.ncbi.nlm.nih.gov/pubmed/24270002,1
http://www.ncbi.nlm.nih.gov/pubmed/24144051,1
http://www.ncbi.nlm.nih.gov/pubmed/15708845,1
http://www.ncbi.nlm.nih.gov/pubmed/20305284,1
http://www.ncbi.nlm.nih.gov/pubmed/21604127,1
http://www.ncbi.nlm.nih.gov/pubmed/22577022,1
http://www.ncbi.nlm.nih.gov/pubmed/21604129,1
http://www.ncbi.nlm.nih.gov/pubmed/23667905,1
http://www.ncbi.nlm.nih.gov/pubmed/22367194,1
http://www.ncbi.nlm.nih.gov/pubmed/25146167,1
http://www.ncbi.nlm.nih.gov/pubmed/23475883,1
http://www.ncbi.nlm.nih.gov/pubmed/23348505,1
http://www.ncbi.nlm.nih.gov/pubmed/23334667,1
http://www.ncbi.nlm.nih.gov/pubmed/24096618,1
http://www.ncbi.nlm.nih.gov/pubmed/25857641,1
http://www.ncbi.nlm.nih.gov/pubmed/23288091,1
http://www.ncbi.nlm.nih.gov/pubmed/17461888,1
http://www.ncbi.nlm.nih.gov/pubmed/23648276,1
http://www.ncbi.nlm.nih.gov/pubmed/20677583,1
http://www.ncbi.nlm.nih.gov/pubmed/21861814,1
http://www.ncbi.nlm.nih.gov/pubmed/21301338,1
http://www.ncbi.nlm.nih.gov/pubmed/21271304,1
http://www.ncbi.nlm.nih.gov/pubmed/17433624,1
http://www.ncbi.nlm.nih.gov/pubmed/25432018,1
http://www.ncbi.nlm.nih.gov/pubmed/21979944,1
http://www.ncbi.nlm.nih.gov/pubmed/16206264,1
http://www.ncbi.nlm.nih.gov/pubmed/18256529,1
http://www.ncbi.nlm.nih.gov/pubmed/25162919,1
http://www.ncbi.nlm.nih.gov/pubmed/19718047,2
http://www.ncbi.nlm.nih.gov/pubmed/22241085,1
http://www.ncbi.nlm.nih.gov/pubmed/24481407,1
http://www.ncbi.nlm.nih.gov/pubmed/25483190,1
http://www.ncbi.nlm.nih.gov/pubmed/17250957,1
http://www.ncbi.nlm.nih.gov/pubmed/22723308,1
http://www.ncbi.nlm.nih.gov/pubmed/23750284,1
http://www.ncbi.nlm.nih.gov/pubmed/16697960,2
http://www.ncbi.nlm.nih.gov/pubmed/20691659,1
http://www.ncbi.nlm.nih.gov/pubmed/25401475,2
http://www.ncbi.nlm.nih.gov/pubmed/17453169,1
http://www.ncbi.nlm.nih.gov/pubmed/18485618,1
http://www.ncbi.nlm.nih.gov/pubmed/23894528,1
http://www.ncbi.nlm.nih.gov/pubmed/21680731,1
http://www.ncbi.nlm.nih.gov/pubmed/25011592,1
http://www.ncbi.nlm.nih.gov/pubmed/24516709,1
http://www.ncbi.nlm.nih.gov/pubmed/25765799,1
http://www.ncbi.nlm.nih.gov/pubmed/8589282,1
http://www.ncbi.nlm.nih.gov/pubmed/16387683,1
http://www.ncbi.nlm.nih.gov/pubmed/2831711,1
http://www.ncbi.nlm.nih.gov/pubmed/19227723,1
http://www.ncbi.nlm.nih.gov/pubmed/26265890,1
http://www.ncbi.nlm.nih.gov/pubmed/22956028,1
http://www.ncbi.nlm.nih.gov/pubmed/17705684,1
http://www.ncbi.nlm.nih.gov/pubmed/20865638,1
http://www.ncbi.nlm.nih.gov/pubmed/16006690,1
http://www.ncbi.nlm.nih.gov/pubmed/20209841,1
http://www.ncbi.nlm.nih.gov/pubmed/25345382,1
http://www.ncbi.nlm.nih.gov/pubmed/20499172,1
http://www.ncbi.nlm.nih.gov/pubmed/25280590,1
http://www.ncbi.nlm.nih.gov/pubmed/24161037,1
http://www.ncbi.nlm.nih.gov/pubmed/24548192,1
http://www.ncbi.nlm.nih.gov/pubmed/19625716,1
http://www.ncbi.nlm.nih.gov/pubmed/7487540,1
http://www.ncbi.nlm.nih.gov/pubmed/23380391,1
http://www.ncbi.nlm.nih.gov/pubmed/2888163,1
http://www.ncbi.nlm.nih.gov/pubmed/23402716,1
http://www.ncbi.nlm.nih.gov/pubmed/18987287,1
http://www.ncbi.nlm.nih.gov/pubmed/11321513,1
http://www.ncbi.nlm.nih.gov/pubmed/21554896,1
http://www.ncbi.nlm.nih.gov/pubmed/22619704,1
http://www.ncbi.nlm.nih.gov/pubmed/19158129,1
http://www.ncbi.nlm.nih.gov/pubmed/20061436,1
http://www.ncbi.nlm.nih.gov/pubmed/15795476,1
http://www.ncbi.nlm.nih.gov/pubmed/20690071,1
http://www.ncbi.nlm.nih.gov/pubmed/23111564,1
http://www.ncbi.nlm.nih.gov/pubmed/19737911,1
http://www.ncbi.nlm.nih.gov/pubmed/21615652,1
http://www.ncbi.nlm.nih.gov/pubmed/17470516,1
http://www.ncbi.nlm.nih.gov/pubmed/21927572,1
http://www.ncbi.nlm.nih.gov/pubmed/16942616,1
http://www.ncbi.nlm.nih.gov/pubmed/15925487,1
http://www.ncbi.nlm.nih.gov/pubmed/19711352,1
http://www.ncbi.nlm.nih.gov/pubmed/23079622,1
http://www.ncbi.nlm.nih.gov/pubmed/22637579,1
http://www.ncbi.nlm.nih.gov/pubmed/17420258,1
http://www.ncbi.nlm.nih.gov/pubmed/16778097,1
http://www.ncbi.nlm.nih.gov/pubmed/19571232,1
http://www.ncbi.nlm.nih.gov/pubmed/25517348,1
http://www.ncbi.nlm.nih.gov/pubmed/25432979,1
http://www.ncbi.nlm.nih.gov/pubmed/25179366,1
http://www.ncbi.nlm.nih.gov/pubmed/24330796,1
http://www.ncbi.nlm.nih.gov/pubmed/24056933,1
http://www.ncbi.nlm.nih.gov/pubmed/15341718,1
http://www.ncbi.nlm.nih.gov/pubmed/18478547,1
http://www.ncbi.nlm.nih.gov/pubmed/14501624,1
http://www.ncbi.nlm.nih.gov/pubmed/15605531,1
http://www.ncbi.nlm.nih.gov/pubmed/21527837,1
http://www.ncbi.nlm.nih.gov/pubmed/22096721,1
http://www.ncbi.nlm.nih.gov/pubmed/18646315,1
http://www.ncbi.nlm.nih.gov/pubmed/21868492,1
http://www.ncbi.nlm.nih.gov/pubmed/23507008,1
http://www.ncbi.nlm.nih.gov/pubmed/15894210,1
http://www.ncbi.nlm.nih.gov/pubmed/19694698,1
http://www.ncbi.nlm.nih.gov/pubmed/18715239,1
http://www.ncbi.nlm.nih.gov/pubmed/17635599,1
http://www.ncbi.nlm.nih.gov/pubmed/17701798,1
http://www.ncbi.nlm.nih.gov/pubmed/19832874,1
http://www.ncbi.nlm.nih.gov/pubmed/18715240,1
http://www.ncbi.nlm.nih.gov/pubmed/22134016,1
http://www.ncbi.nlm.nih.gov/pubmed/17493437,1
http://www.ncbi.nlm.nih.gov/pubmed/21680301,1
http://www.ncbi.nlm.nih.gov/pubmed/24834120,1
http://www.ncbi.nlm.nih.gov/pubmed/25475735,1
http://www.ncbi.nlm.nih.gov/pubmed/21671697,1
